Kod;Produktgrupp;Artikelnr;RSK-nr;Benämning;Rabatt;Rabatt2;NtoPris;ArtRabatt
V;313884;;;Ljusreglering Servodan;44,88;;;;
V;313885;;;Ljusreglering Dali Servodan X;47,70;;;;
V;313886;;;Ljusreglering Dali Servodan;46,90;;;;
V;313888;;;Sensorer M40 P40 Niko;36,17;;;;
V;313900;;;Spisvakter Rutab;50,66;;;;
V;313902;;;Ljusrelä Trappautomater Rutab;54,69;;;;
V;313906;;;Närvarodetektering Rutab;56,89;;;;
V;313909;;;Dimmer Smart SG;29,28;;;;
V;313910;;;Ljusreglering  Hide-A-Lite;62,79;;;;
V;313912;;;Ljusrelä & Rörelsevakter Övriga;50,82;;;;
V;313914;;;Ljusrelä EL-BE;50,10;;;;
V;313916;;;Kopplingsur ljusrelä Eldon;48,51;;;;
V;313920;;;Närvarodetektering Extronic;58,16;;;;
V;313922;;;Varvtalsreglering Frico;50,20;;;;
V;313926;;;Honeywell Närvarodetektorer  Friedland;54,08;;;;
V;313927;;;Ljusreglering Plejd X;54,54;;;;
V;313928;;;Ljusreglering Plejd;53,85;;;;
V;313932;;;Ljusreglering Hugo Müller;62,79;;;;
V;313994;;;Solar Netto;50,00;;;;
V;313995;;;Solar Plus;50,00;;;;
V;314101;;;K-dosor Mureva U56 H3 =S= X;65,65;;;;
V;314103;;;K-dosor Mureva U56 H3 =S= II;63,63;;;;
V;314105;;;K-dosor Mureva IP55 vit H3 =S=;71,51;;;;
V;314106;;;K-dosor Mureva IP55 grå H3 =S=;71,51;;;;
V;314107;;;K-dosor Mureva IP55 flammskydd H3 =S=;71,51;;;;
V;314108;;;K-dosor Mureva IP55 tillbehör H3 =S=;71,51;;;;
V;314110;;;Dossystem H3 =S= I;71,22;;;;
V;314112;;;Dossystem H3 =S= II;73,27;;;;
V;314114;;;Tbh dossystem H3 =S= I;74,80;;;;
V;314116;;;Tbh dossystem H3 =S= II;75,10;;;;
V;314118;;;Tbh dossystem H3 =S= III;75,00;;;;
V;314119;;;Kopplingsklämmor HC =S=;75,36;;;;
V;314120;;;Dossystem H3 =S= I;75,51;;;;
V;314122;;;Dossystem H3 =S= II;75,51;;;;
V;314124;;;Tbh dossystem H3 =S= I;75,61;;;;
V;314126;;;Tbh dossystem H3 =S= II;77,55;;;;
V;314132;;;Dosor Exxact H1 =S=;72,78;;;;
V;314140;;;Renova up-dosa H1 =S= Blisterpack;52,50;;;;
V;314200;;;Utanpåliggande dosor 32 Elko;76,53;;;;
V;314202;;;Infällda dosor 30 Elko;79,49;;;;
V;314204;;;Tbh dosor U1 Elko;79,18;;;;
V;314206;;;Infällda dosor HF 31 Elko;81,63;;;;
V;314208;;;Kapslade dosor 39 Elko;80,10;;;;
V;314210;;;Kapslade dosor RS 46 Elko;77,59;;;;
V;314214;;;Dos-mtrl RS Renvit I 58 Elko;58,75;;;;
V;314216;;;Dos-mtrl RS Renvit II 58 Elko;57,12;;;;
V;314218;;;Dos-mtrl RS Svart 58 Elko;40,43;;;;
V;314220;;;Kabelgenomföringar HC =S=;77,55;;;;
V;314255;;;Dosor Renova H1 =S=;39,80;;;;
V;314300;;;Förd. Stark FQ/RQ OneRing PM Flex PM4D1;66,28;;;;
V;314306;;;Rör Flexrör PP Speed PM Flex PM1A1 X;66,82;;;;
V;314307;;;Rör Flexrör PP Speed PM Flex PM1A2;66,14;;;;
V;314310;;;Rör Flexrör dragtråd Speed PM Flex PM1B2;66,82;;;;
V;314312;;;Rör Flexrör PP Hispeed PM Flex PM1C1 X;66,82;;;;
V;314313;;;Rör Flexrör PP Hispeed PM Flex PM1C2;66,14;;;;
V;314314;;;Rör Flexrör PP UV Speed PM Flex PM1D1;66,82;;;;
V;314315;;;Rör Flexrör PP UV Speed PM Flex PM1D2;66,14;;;;
V;314316;;;Rör Flexrör PP Speed RnR  PM Flex PM1E2;66,82;;;;
V;314320;;;Rör LSZH  320N PM Flex PM2A1;75,71;;;;
V;314321;;;Rör LSZH  750N PM Flex PM2B1;75,71;;;;
V;314322;;;Förd. Stark FK/RK Ring PM Flex PM3C1;66,28;;;;
V;314323;;;Rör LSZH  320N PM Flex PM2A2;75,21;;;;
V;314325;;;Rör LSZH  750N PM Flex PM2B2;75,21;;;;
V;314326;;;Förd. Stark FK/RK OneBox PM Flex PM3E1;66,28;;;;
V;314327;;;Förd. Stark FK/RK RnR PM Flex PM3F2;66,28;;;;
V;314328;;;Förd. Stark Diverse Ring PM Flex PM3G2;66,22;;;;
V;314329;;;Förd. Stark FK/RK Ring PM Flex PM3C2;65,59;;;;
V;314330;;;Förd. Stark Diverse OneBox PM Flex PM3I2;66,28;;;;
V;314331;;;Förd. Stark FQ/RQ Ring PM Flex PM4C1 X;66,28;;;;
V;314332;;;Förd. Stark EQ Ring PM Flex PM4A1;66,28;;;;
V;314333;;;Förd. Stark EQ Ring PM Flex PM4A2;66,22;;;;
V;314334;;;Förd. Stark FQ/RQ Ring PM Flex PM4C1;65,77;;;;
V;314335;;;Förd. Stark FQ/RQ Ring PM Flex PM4C2;66,22;;;;
V;314336;;;Förd. Stark FQ/RQ OneBox PM Flex PM4E1;66,28;;;;
V;314337;;;Förd.FQ/RQ Twin OneBox PM Flex PM4E2;66,22;;;;
V;314338;;;Förd. Stark FQ/RQ RnR PM Flex PM4F1;66,28;;;;
V;314340;;;Förd. Stark Diverse Ring PM Flex PM4G2;66,22;;;;
V;314342;;;Förd. Svag Data Ring PM Flex PM5A1;66,74;;;;
V;314343;;;Förd. Stark FQ/RQ OneBox PM Flex PM4E2;65,53;;;;
V;314344;;;Förd. Svag Data OneBox PM Flex PM5B1;66,74;;;;
V;314345;;;Förd. Stark FQ/RQ RnR PM Flex PM4F2;65,59;;;;
V;314346;;;Förd. Svag Data RnR PM Flex PM5C1;66,74;;;;
V;314347;;;Förd. Svag Data Ring PM Flex PM5A2;66,06;;;;
V;314348;;;Förd. Svag Diverse Ring PM Flex PM5D2;66,74;;;;
V;314349;;;Förd. Svag Data OneBox PM Flex PM5B2;66,06;;;;
V;314350;;;Förd. Svag Diverse OneBox PM Flex PM5F2;66,74;;;;
V;314352;;;Förd. Svag Diverse RnR  PM Flex PM5G2;66,74;;;;
V;314360;;;Skarvmuffar LSZH PM Flex PM7A1;71,84;;;;
V;314361;;;Skarvmuffar LSZH PM Flex PM7A2;71,27;;;;
V;314362;;;Skarvmuffar med lås LSZH PM Flex PM7B1;71,84;;;;
V;314363;;;Skarvmuffar med lås LSZH PM Flex PM7B2;71,27;;;;
V;314364;;;Öppningsbara muffar LSZH PM Flex PM7C2;71,84;;;;
V;314366;;;Rörböj LSZH PM Flex PM7D1;71,84;;;;
V;314367;;;Rörböj LSZH PM Flex PM7D2;71,27;;;;
V;314370;;;Elcan rörböj PVC PM Flex PM7F2;71,84;;;;
V;314372;;;Stålrör/tillbehör PM;37,23;;;;
V;314400;;;Dossystem 302 ABB I;73,88;;;;
V;314402;;;Dossystem 302 ABB II;73,88;;;;
V;314404;;;Tbh dossystem 302 ABB;74,69;;;;
V;314408;;;Dossystem 303 ABB;73,98;;;;
V;314410;;;Tbh dossystem 303 ABB;74,69;;;;
V;314414;;;Dossystem 311 ABB;73,98;;;;
V;314416;;;Montagelist ABB;36,17;;;;
V;314430;;;Rörförläggningsmateriel 304 ABB;73,47;;;;
V;314500;;;VP-Rör Pipelife;86,58;;;;
V;314501;;;Halogenfria Rör Pipelife;74,39;;;;
V;314502;;;Flexrör Pipelife;83,57;;;;
V;314503;;;VP-Rör Svarta Pipelife;74,74;;;;
V;314504;;;VP-Rör HfTbh Pipelife;83,78;;;;
V;314505;;;VP-Rör UV Tbh Pipelife;79,40;;;;
V;314506;;;Flexibla UV-rör Pipelife;48,47;;;;
V;314511;;;Flex Fördraget Pipelife X;63,37;;;;
V;314512;;;Flex Fördraget Pipelife;62,81;;;;
V;314558;;;Clips ElektroSkutt;29,79;;;;
V;314560;;;Metallrör OBO;62,62;;;;
V;314570;;;Förd. N-Line Bobin Nexans;50,00;;;;
V;314574;;;Förd. N-Line FQ CG Nexans;48,51;;;;
V;314576;;;Förd. N-Line FQ Twin CG Nexans;47,55;;;;
V;314600;;;Kabelgenomföringar Std Jacob;83,73;;;;
V;314601;;;Kabelgenomföringar Perforerade Jacob;81,73;;;;
V;314602;;;Kabelgenomföringar Emc Jacob;83,89;;;;
V;314604;;;Kabelgenomföringar Ex Jacob;80,92;;;;
V;314606;;;Tbh Kabelgenomföringar Jacob;76,22;;;;
V;314610;;;Förskruvningar plast Lapp;61,22;;;;
V;314612;;;Förskruvning mässing Lapp;59,18;;;;
V;314614;;;Förskruvningar EMC Lapp;58,16;;;;
V;314632;;;Förskruvningar övriga Lapp;58,16;;;;
V;314640;;;Brandtätning Fire Seal;62,14;;;;
V;314642;;;Protega brandtätning;66,23;;;;
V;314646;;;Brandtätning  ICT;34,04;;;;
V;314660;;;Skyddsslangar Nelco;66,73;;;;
V;314662;;;Kabelgenomföringar &Tbh Nelco;77,04;;;;
V;314664;;;Kopplings -klämmor och -lister;51,02;;;;
V;314666;;;Genomföringar TM Elprodukter;24,47;;;;
V;314700;;;Kopplingsklämmor Rutab;66,33;;;;
V;314702;;;Skyddslangar ochTbh Rutab;69,21;;;;
V;314703;;;Skyddslangarsförskruvningar Rutab;75,00;;;;
V;314704;;;Dossystem Rutab;70,10;;;;
V;314706;;;Kabelgenomföringar &Tbh Rutab;74,49;;;;
V;314720;;;Flex fördraget NKT;69,69;;;;
V;314742;;;Brandtätning Protecta II;69,90;;;;
V;314743;;;Brandtätning Protecta III;35,92;;;;
V;314750;;;Tätningsmanchetter Rutab;56,38;;;;
V;314752;;;Ingjutningsdosor Rutab;42,55;;;;
V;314830;;;Dossystem Edwa;70,09;;;;
V;314831;;;Dossystem II Ed-Wa;76,19;;;;
V;314840;;;Dosor Utv;51,50;;;;
V;314850;;;Kopplingsklämmor Ensto;66,22;;;;
V;314860;;;Kabelgenomföring Fibox;75,41;;;;
V;314870;;;Kopplingsdosor Garo;70,41;;;;
V;314888;;;Ex-Dosor Hellermann Tyton;32,98;;;;
V;314890;;;Dosor Hellermann;66,07;;;;
V;314892;;;Skyddsslang Hellerman;68,37;;;;
V;314896;;;Tätningar Roxtec I;34,69;;;;
V;314898;;;Tätningar Roxtec II;30,61;;;;
V;314902;;;Fästmateriel LKB  Björkman;79,00;;;;
V;314904;;;Dosor Norwesco;66,33;;;;
V;314910;;;Säkerhetsfunktion brand OBO;70,03;;;;
V;314912;;;Kabel-rörfastsättning plastsytem OBO;71,28;;;;
V;314914;;;Rörsystem Quick Pipe OBO;72,04;;;;
V;314922;;;Dosor brandsäkra Spelsberg;70,41;;;;
V;314925;;;Kopplingsklämmor Wago X;63,73;;;;
V;314926;;;Kopplingsklämmor Wago;63,18;;;;
V;314928;;;Förskruvning T001 Weidm;72,00;;;;
V;314930;;;Skarvdosa;45,44;;;;
V;314990;;;Solar Plus Skyddsslang;50,00;;;;
V;314991;;;Solar Plus Flexslang;50,00;;;;
V;314992;;;Solar Plus Dosor mm;50,00;;;;
V;314993;;;Solar Plus VP rör;50,00;;;;
V;314994;;;Solar Netto;50,00;;;;
V;314995;;;Solar Plus installationsmaterial;50,00;;;;
V;315100;;;Fästmateriel Thorsman HC I =S=;74,24;;;;
V;315102;;;'Fästmateriel Thorsman HC =S= II;73,96;;;;
V;315110;;;Schneider Skruv JM =S=;74,79;;;;
V;315200;;;Buntband Ty-Rap I;62,49;;;;
V;315202;;;Buntband Ty-Rap II;65,24;;;;
V;315212;;;Fästmaterial Mepac II;62,54;;;;
V;315300;;;Fästmaterial Letti I;63,00;;;;
V;315302;;;Fästmaterial Letti II;62,59;;;;
V;315342;;;Buntband AC1 Hellermann Tyton;67,21;;;;
V;315344;;;Buntband Övriga Hellermann Tyton;66,36;;;;
V;315400;;;Skruv Grabber;62,82;;;;
V;315425;;;Infästning - Fischer;61,30;;;;
V;315440;;;Bult&Mutter M 8.8 10.9 FZB & FZV Arvid N;72,64;;;;
V;315441;;;Insex Arvid N;61,85;;;;
V;315442;;;Plugg & Förankring Arvid N;68,79;;;;
V;315444;;;Skruv & Mutter A2&A4 Arvid N;67,59;;;;
V;315445;;;Skruv & Mutter 7A Arvid N;65,75;;;;
V;315446;;;Övriga M Arvid N;68,10;;;;
V;315447;;;Träskruv Arvid N;55,11;;;;
V;315448;;;Smartpack Arvid N;54,76;;;;
V;315449;;;Träskruv 4A Arvid N;55,11;;;;
V;315500;;;Upphägningssystem Gripple;58,75;;;;
V;315510;;;Fästmaterial EL System;60,45;;;;
V;315520;;;Fästmaterial Multifly;64,84;;;;
V;315530;;;Fästmaterial Erico;70,16;;;;
V;315536;;;Fästmaterial AB1 Essve;62,22;;;;
V;315539;;;Fästmaterial AH1 Essve;60,21;;;;
V;315543;;;Fästmaterial AK1 Essve;79,17;;;;
V;315546;;;Fästmaterial AF1 Essve;61,40;;;;
V;315550;;;Stålband Fleximark;62,54;;;;
V;315560;;;Skruv och fästmaterial Malux;66,58;;;;
V;315570;;;Profiler Fästmateriel MP;67,71;;;;
V;315572;;;Kabelhållare MP;70,83;;;;
V;315580;;;Kabelhållarsystem OBO;73,55;;;;
V;315582;;;Fästmaterial kabel plastsystem OBO;66,95;;;;
V;315590;;;Bandindustri spännband;60,09;;;;
V;315600;;;JR-klammer PM Flex PM9O2;66,81;;;;
V;315601;;;AP-klammer PM Flex PM9M2;60,96;;;;
V;315602;;;Plugg Tillex;62,46;;;;
V;315603;;;APL-klammer PM Flex PM9N2;58,02;;;;
V;315604;;;Ankarklammer PM Flex;35,44;;;;
V;315605;;;Pluggklammer - Tillex;64,06;;;;
V;315608;;;Tillex klammer;75,26;;;;
V;315610;;;Fästmaterial Castor;64,73;;;;
V;315620;;;Skruv och fästmaterial Övriga;62,15;;;;
V;315630;;;Buntband marin Övriga;62,77;;;;
V;315650;;;Fästmaterial Walraven;74,80;;;;
V;315700;;;Plastprodukter ETC Kruge;70,97;;;;
V;315720;;;Buntband Phönix;43,18;;;;
V;315730;;;Fästmaterial Wibe SO;72,55;;;;
V;315732;;;Fästmaterial Wibe SS;71,84;;;;
V;315750;;;Fixeringsskruv Fiedler;51,60;;;;
V;315990;;;Solar Plus Buntband;50,00;;;;
V;315991;;;Solar Plus Clips, Plugg och Expander;50,00;;;;
V;315992;;;Solar Plus Skruv och Mutter;50,00;;;;
V;315994;;;Solar Netto;50,00;;;;
V;315995;;;Solar Plus Fästmaterial;50,00;;;;
V;316104;;;Elverktyg Makita;43,54;;;;
V;316106;;;Tillbehör Elverktyg Makita;42,32;;;;
V;316108;;;Tillbehör Makita;45,31;;;;
V;316110;;;Elverktyg AA XX 1 Milwaukee;51,04;;;;
V;316111;;;Elverktyg AA XX 2 Milwaukee;56,25;;;;
V;316112;;;Elverktyg AB Milwaukee;47,40;;;;
V;316113;;;Elverktyg AD Milwaukee;45,83;;;;
V;316114;;;Elverktyg AE Milwaukee;44,79;;;;
V;316116;;;Pressverktyg Elpress;39,58;;;;
V;316118;;;Instrument Wiha;44,60;;;;
V;316121;;;Limpistoler Steinel;42,71;;;;
V;316123;;;Elverktyg Panasonic;39,16;;;;
V;316125;;;Pressverktyg Rems;39,58;;;;
V;316128;;;SB SCANDINAVIA FIBERSVETS;31,64;;;;
V;316132;;;Blåslampa Sievert;38,54;;;;
V;316134;;;Limverktyg Rapid;44,06;;;;
V;316136;;;Verktyg Baier;42,92;;;;
V;316138;;;Slip o Kap material Klingspor;35,94;;;;
V;316201;;;Kemtekniskt CRC;26,50;;;;
V;316226;;;Maskin Tillbehör Milwaukee I;50,00;;;;
V;316228;;;Maskin Tillbehör Milwaukee II;50,00;;;;
V;316230;;;Maskin Tillbehör Irwin;47,25;;;;
V;316232;;;Maskin Tillbehör PRO-FIT I;41,15;;;;
V;316234;;;Maskin Tillbehör PRO-FIT II;47,74;;;;
V;316236;;;Maskin Tillbehör Solar I;43,13;;;;
V;316238;;;Maskin Tillbehör Solar II;42,29;;;;
V;316240;;;Maskin Tillbehör Wareco;41,15;;;;
V;316242;;;Maskin Tillbehör AA AB Dormer;39,72;;;;
V;316244;;;Maskin Tillbehör AF Dormer;43,33;;;;
V;316246;;;Maskin Tillbehör AH Dormer;37,50;;;;
V;316248;;;Maskin Tillbehör AK Dormer;39,89;;;;
V;316252;;;Maskin Tillbehör AN Dormer;37,50;;;;
V;316254;;;Maskin Tillbehör AD Fein;39,19;;;;
V;316256;;;Maskin Tillbehör AE Fein;36,46;;;;
V;316258;;;Maskin Tillbehör Rems;37,50;;;;
V;316404;;;Handverktyg Bahco I;53,40;;;;
V;316406;;;Handverktyg Bahco II;52,17;;;;
V;316408;;;Handverktyg Bahco III;42,71;;;;
V;316414;;;Handverktyg Knipex I;43,18;;;;
V;316416;;;Handverktyg Knipex II;43,53;;;;
V;316418;;;Handverktyg Knipex III;44,42;;;;
V;316422;;;Hanverktyg IC Wiha;47,54;;;;
V;316424;;;Handverktyg 57,5 Wiha;41,98;;;;
V;316426;;;Handverktyg 49 Wiha;47,08;;;;
V;316428;;;Handverktyg 25 35 Wiha;42,35;;;;
V;316456;;;Handverktyg Hultafors I;41,33;;;;
V;316458;;;Handverktyg Hultafors II;40,82;;;;
V;316462;;;Handverktyg Wera I;44,79;;;;
V;316464;;;Handverktyg Wera II;41,59;;;;
V;316476;;;Handverktyg Melbye;39,06;;;;
V;316478;;;Handverktyg Solar;40,81;;;;
V;316484;;;Handverktyg Felco;41,33;;;;
V;316486;;;Handverktyg =S=;39,54;;;;
V;316488;;;Handverktyg H3 =S=;45,31;;;;
V;316492;;;Handverktyg Milwaukee I;54,82;;;;
V;316496;;;Handverktyg Milwaukee II;45,31;;;;
V;316504;;;Fibersvetsar TD Fiberoptik;16,67;;;;
V;316507;;;Handverktyg Weidmuller;44,27;;;;
V;316512;;;Handverktyg IC Weidmuller;39,06;;;;
V;316516;;;Handverktyg Elpress;44,70;;;;
V;316524;;;Handverktyg Pica Marker;43,75;;;;
V;316526;;;Handverktyg Lindström;44,73;;;;
V;316528;;;Handverktyg Cimco;43,77;;;;
V;316532;;;Handverktyg Morakniv;45,89;;;;
V;316534;;;Handverktyg Castor;42,34;;;;
V;316536;;;Handverktyg Rothenberger;44,90;;;;
V;316538;;;Handverktyg Pipelife;42,29;;;;
V;316586;;;Handverktyg Letti;40,10;;;;
V;316588;;;Handverktyg Nelco;43,75;;;;
V;316592;;;Handverktyg Bonab;40,63;;;;
V;316594;;;Handverktyg Irwin;41,00;;;;
V;316596;;;Handverktyg PM Flex;40,76;;;;
V;316598;;;Handverktyg Bessey;46,35;;;;
V;316602;;;Handverktyg 52 Elko;40,42;;;;
V;316604;;;Handverktyg QC & TL 37 Elko;54,38;;;;
V;316606;;;Handverktyg Expert;59,90;;;;
V;316608;;;Handverktyg Rems;44,79;;;;
V;316611;;;Märkning Thermofox Phoenix;34,38;;;;
V;316670;;;Tillbehör kabelstegar Wibe;60,42;;;;
V;316784;;;Bygg T;34,90;;;;
V;316785;;;Förtäring T;38,30;;;;
V;316786;;;Gata Trädgård T;34,90;;;;
V;316787;;;Hus Hem kontor T;35,94;;;;
V;316788;;;Kök Hushåll T;35,94;;;;
V;316790;;;Slang o kopplingar Cejn II L;47,50;;;;
V;316791;;;Slang o kopplingar Cejn I L;36,90;;;;
V;316798;;;Markspjut Fiedler;51,60;;;;
V;316802;;;Verktyg Weidmüller II;61,24;;;;
V;316810;;;Tools Arbetsbelysning;40,00;;;;
V;316811;;;Arbetsbelysning Mareld;28,13;;;;
V;316821;;;Personligt skydd OX-ON;20,00;;;;
V;316822;;;Personligt skydd Abena;30,00;;;;
V;316823;;;Hygien & Rengöring Abena;30,00;;;;
V;316830;;;Tools Elverktyg;40,00;;;;
V;316835;;;Antalis Verktyg;23,96;;;;
V;316840;;;Tools Handverktyg;40,00;;;;
V;316844;;;Tools Redskap;40,00;;;;
V;316845;;;Hp Schou Verktyg;27,54;;;;
V;316850;;;Tools Maskintillbehör;40,00;;;;
V;316855;;;Hultafors Verktyg;20,83;;;;
V;316860;;;Tools Kemtekniska produkter;40,00;;;;
V;316861;;;Tekniska kemikalier Swedhandling;37,50;;;;
V;316865;;;Personskydd Bjerregaard Sikkerhed;20,83;;;;
V;316866;;;Personligt skydd Skydda;26,04;;;;
V;316870;;;Tools Förvaring och Arbetsplats;40,00;;;;
V;316872;;;Hårdvara Brady;35,42;;;;
V;316874;;;Förbrukning  Brady;32,82;;;;
V;316875;;;Hellerman Tyton Verktyg;19,79;;;;
V;316880;;;Tools Personskydd;40,00;;;;
V;316881;;;Fallskydd Cresto;26,04;;;;
V;316882;;;Personligt skydd Zekler;26,04;;;;
V;316883;;;Första hjälpen Cederroth;21,35;;;;
V;316884;;;Andningsskydd Sundström;26,04;;;;
V;316885;;;Makita Elverktyg Verktyg;42,34;;;;
V;316890;;;Tools Förnödenheter;40,00;;;;
V;316895;;;OBO Bettermann Verktyg;32,29;;;;
V;316945;;;BUNTBAND PANDUIT;28,95;;;;
V;316950;;;Weidmuller Verktyg;19,68;;;;
V;316955;;;Nelco Verktyg;27,08;;;;
V;316960;;;Wera Verktyg;25,00;;;;
V;316965;;;Stanley Verktyg;25,00;;;;
V;316970;;;Wexoe Verktyg;22,48;;;;
V;316975;;;Wareco Verktyg;25,00;;;;
V;316991;;;Solar Plus Handverktyg och PPE;50,00;;;;
V;316992;;;Solar Plus Elverktyg och Tillbehör;50,00;;;;
V;316993;;;Solar Plus Arbetsplatsutrustning;50,00;;;;
V;316994;;;Solar Netto;50,00;;;;
V;316995;;;Solar Plus Verktyg Övrigt;50,00;;;;
V;317110;;;KNX Ställdon 5B =S=;40,33;;;;
V;317112;;;KNX Exxact 5A =S=;47,09;;;;
V;317114;;;KNX Sensorer 5A =S=;39,73;;;;
V;317116;;;KNX Övrigt HD =S=;43,62;;;;
V;317117;;;'KNX systemkomponenter 5C =S=;40,33;;;;
V;317118;;;'KNX SW, multiGW 5D =S=;40,33;;;;
V;317121;;;Smart home & HEMS SE H7 =S=;28,57;;;;
V;317300;;;Passage 2011 - Omnis 3SAST SP Sie;40,82;;;;
V;317304;;;Inbrott Larmkabel,  Boxar 3SIGJ Sie;33,67;;;;
V;317400;;;KNX ABB;60,52;;;;
V;317401;;;free@home ABB;25,05;;;;
V;317500;;;Ljusreglering Trådlös Eltako;59,18;;;;
V;317552;;;Gränssnitt SG;52,13;;;;
V;317600;;;Närvaro- och Rörelsedetekt KNX Esylux I;55,77;;;;
V;317602;;;Närvaro- och Rörelsedetekt KNX Esylux II;49,96;;;;
V;317640;;;KNX, TX, Radio Hager;31,94;;;;
V;317642;;;Jordningsmaterial Hager;56,58;;;;
V;317700;;;Belysningsstyrning Helvar;60,44;;;;
V;317720;;;Ljusreglering Steinel;55,83;;;;
V;317740;;;Trådlösa styrsystem Nexa;41,63;;;;
V;317752;;;KNX Theben;36,17;;;;
V;317800;;;Black Lable Servodan;44,68;;;;
V;317810;;;Home Control I Niko;28,57;;;;
V;317812;;;Home Control II Niko;32,65;;;;
V;317820;;;Buss System Sie;57,81;;;;
V;317830;;;Spjällmotorer SIE I;51,41;;;;
V;317854;;;Systemprodukter Carlo Gavazzi;29,28;;;;
V;317856;;;Aktorer Carlo Gavazzi;29,28;;;;
V;317858;;;Sensorer Carlo Gavazzi;29,28;;;;
V;317994;;;Solar Netto;50,00;;;;
V;318100;;;Strömställarsystem Exxact H1 =S= I;51,81;;;;
V;318102;;;Strömställarsystem Exxact H1 =S= II;55,10;;;;
V;318104;;;Strömställarsystem Exxact H1 =S= III;58,63;;;;
V;318106;;;Strömställarsyst Exxact storpack H1 =S=;49,90;;;;
V;318108;;;Strömställarsystem Exxact blister H1 =S=;59,74;;;;
V;318112;;;Strömställarsys Exxact Des/Sol H1 =S= I;59,08;;;;
V;318114;;;Strömställarsys Exxact Des/Sol H1 =S= II;59,18;;;;
V;318116;;;Timer Exxact H1 =S=;59,18;;;;
V;318118;;;Strömställarsys Exxact Timer H1 =S= II;59,29;;;;
V;318120;;;Timers Elektronisk H1 =S=;48,94;;;;
V;318124;;;Strömställare Exxact utp H1 =S= I;40,82;;;;
V;318126;;;Strömställare Exxact utp H1 =S= II;39,80;;;;
V;318128;;;Strömställare Wiser Zigbee H5 =S=;28,57;;;;
V;318130;;;Strömställarsystem Aqua-Stark HD =S= X;59,18;;;;
V;318132;;;Strömställarsystem Aqua-Stark HD =S= II;66,02;;;;
V;318140;;;Strömställarsystem Renova H1 =S= X;60,31;;;;
V;318142;;;Strömställarsystem Renova H1 =S= II;60,31;;;;
V;318144;;;Strömställarsystem Renova H1 =S= III;61,02;;;;
V;318146;;;Strömställarsystem Renova Elektr H1 =S=;63,37;;;;
V;318150;;;Strömställarsyst Robust HD =S=;64,65;;;;
V;318152;;;Renova bilsterpack H1 =S=;59,80;;;;
V;318155;;;Aqua Stark blisterpack HD =S=;61,43;;;;
V;318160;;;Strömställarsystem Trend HD =S= I;47,14;;;;
V;318162;;;Strömställarsys Exxact Trend HD =S= I;50,00;;;;
V;318164;;;Strömställarsystem Trend HD =S= III;58,27;;;;
V;318168;;;Strömställarsyst Trend Elektr HD =S= I;63,27;;;;
V;318171;;;Strömställare Renova utp H1 =S= I;38,78;;;;
V;318173;;;Strömställare Renova utp H1 =S= II;37,76;;;;
V;318178;;;Strömställarsystem övriga JC =S=;64,29;;;;
V;318180;;;Lamputtag Exxact H1 =S= X;59,69;;;;
V;318182;;;Lamputtag Exxact & Renova H1 =S= II;60,41;;;;
V;318183;;;Lamputtag blisterpack HD =S=;55,00;;;;
V;318200;;;Apparater RS R11 Elko I;52,78;;;;
V;318201;;;Apparater RS Svart 58 Elko;40,43;;;;
V;318202;;;Apparater RS II 46 Elko;65,51;;;;
V;318204;;;Apparater RS X III 47 Elko;51,65;;;;
V;318206;;;Apparater RS R1 Elko IV;58,88;;;;
V;318208;;;Apparater RS 46 Elko V;61,84;;;;
V;318209;;;Apparater RS Bulkpack 46 Elko;61,61;;;;
V;318210;;;Apparater utv RS X R71 Elko I;53,88;;;;
V;318212;;;Apparater utv RS X R71 Elko II;56,63;;;;
V;318214;;;Apparater utv RS X R71 Elko III;61,53;;;;
V;318216;;;Elektronik RS 49 Elko;61,02;;;;
V;318218;;;ApparaterTbh RS I 48 Elko;60,51;;;;
V;318220;;;ApparaterTbh RS II 48 Elko;61,73;;;;
V;318222;;;Apparater Renvit RS X 35 Elko;38,78;;;;
V;318223;;;Apparater Renvit RS inf 58 II ELKO;58,21;;;;
V;318224;;;Apparater inf RS Renvit 58 III 58 Elko;58,21;;;;
V;318225;;;Apparater utv RS Renvit I 58 Elko;58,21;;;;
V;318226;;;Apparater utv RS Renvit II 58 Elko;57,66;;;;
V;318227;;;Apparater utv RS Renvit III 58 Elko;57,66;;;;
V;318230;;;Kapslat I 39 Elko;60,76;;;;
V;318232;;;Kapslat II 39 Elko;62,24;;;;
V;318234;;;Kapslat III 52 Elko;61,63;;;;
V;318236;;;ApparaterTbh 52 Elko;60,00;;;;
V;318240;;;Apparater PLUS P1 Elko I;61,43;;;;
V;318242;;;Apparater PLUS P1 Elko II;61,43;;;;
V;318244;;;Apparater Plus 41 Elko III;61,53;;;;
V;318245;;;Apparater Plus X Alu 55 Elko;61,43;;;;
V;318246;;;Plus Option 45 Elko;38,78;;;;
V;318247;;;Apparater tbh Plus I 43 Elko;61,43;;;;
V;318248;;;Apparater tbh Plus II 43 Elko;61,53;;;;
V;318254;;;Elektronik Plus 44 Elko;61,43;;;;
V;318256;;;Apparater Ocean Plus 41 Elko;54,26;;;;
V;318258;;;Apparater Ocean Plus tbh 43 Elko;53,19;;;;
V;318260;;;Apparater Ocean Plus X Svart 56 Elko;53,19;;;;
